Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
tika,org.apache.tika.parser.recognition,ObjectRecognitionParserTest,pngRESTim2txtTest,Magic Number,The method contains a magic number: 200
tika,org.apache.tika.parser.recognition,ObjectRecognitionParserTest,gifRESTim2txtTest,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.recognition,ObjectRecognitionParserTest,gifRESTim2txtTest,Magic Number,The method contains a magic number: 500
tika,org.apache.tika.parser.recognition,ObjectRecognitionParserTest,gifRESTim2txtTest,Magic Number,The method contains a magic number: 200
tika,org.apache.tika.parser.recognition,ObjectRecognitionParser,parse,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.parser.recognition,ObjectRecognitionParser,parse,Long Statement,The length of the statement "String text=String.format(Locale.ENGLISH`" %s [%s](confidence = %f)"`object.getLabel()`object.getLabelLang()`object.getConfidence());" is 133.
tika,org.apache.tika.parser.recognition,RecognisedObject,toString,Long Statement,The length of the statement "return "RecognisedObject{" + "label='" + label + "\' ("+ labelLang+ ')'+ "` id='"+ id+ '\''+ "` confidence="+ confidence+ '}';" is 126.
tika,org.apache.tika.parser.recognition,AgeRecogniserTest,testAgeRecogniser,Long Statement,The length of the statement "try (InputStream is=getResourceAsStream(CONFIG_FILE);InputStream bis=new ByteArrayInputStream(TEST_TEXT.getBytes(Charset.defaultCharset()))){" is 141.
tika,org.apache.tika.parser.recognition,AgeRecogniserTest,testAgeRecogniser,Long Statement,The length of the statement "Assert.assertArrayEquals("Age Parser not invoked."`new String[]{CompositeParser.class.getCanonicalName()`AgeRecogniser.class.getCanonicalName()}`md.getValues("X-Parsed-By"));" is 174.
tika,org.apache.tika.parser.recognition,AgeRecogniserTest,testAgeRecogniser,Long Statement,The length of the statement "Assert.assertArrayEquals("Wrong age predicted."`new String[]{Double.toString(TEST_AGE)}`md.getValues(AgeRecogniser.MD_KEY_ESTIMATED_AGE));" is 138.
tika,org.apache.tika.parser.recognition.tf,TensorflowImageRecParserTest,recognise,Magic Number,The method contains a magic number: 5
tika,org.apache.tika.parser.recognition.tf,TensorflowImageRecParser,initialize,Long Statement,The length of the statement "String[] availabilityCheckArgs={executor`scriptFile.getAbsolutePath()`modelArg`modelFile.getAbsolutePath()`availabilityTestArgs};" is 129.
tika,org.apache.tika.parser.recognition.tf,TensorflowImageRecParser,initialize,Long Statement,The length of the statement "String[] parseCmd={executor`scriptFile.getAbsolutePath()`modelArg`modelFile.getAbsolutePath()`imageArg`INPUT_FILE_TOKEN`"--out_file"`OUTPUT_FILE_TOKEN};" is 152.
tika,org.apache.tika.parser.recognition.tf,TensorflowRESTRecogniser,initialize,Long Statement,The length of the statement "apiUri=URI.create(apiBaseUri + String.format(Locale.getDefault()`"/classify/image?topn=%1$d&min_confidence=%2$f"`topN`minConfidence));" is 134.
tika,org.apache.tika.parser.recognition.tf,TensorflowRESTRecogniser,initialize,Magic Number,The method contains a magic number: 200
tika,org.apache.tika.parser.recognition.tf,TensorflowRESTRecogniser,recognise,Long Statement,The length of the statement "RecognisedObject recObj=new RecognisedObject(jClasses.getString(i)`LABEL_LANG`jClasses.getString(i)`jConfidence.getDouble(i));" is 126.
tika,org.apache.tika.parser.recognition.tf,TensorflowRESTRecogniser,recognise,Magic Number,The method contains a magic number: 200
tika,org.apache.tika.parser.recognition.tf,TensorflowRESTVideoRecogniser,initialize,Long Statement,The length of the statement "apiUri=URI.create(apiBaseUri + String.format(Locale.getDefault()`"/classify/video?topn=%1$d&min_confidence=%2$f&mode=%3$s"`topN`minConfidence`mode));" is 149.
tika,org.apache.tika.parser.recognition.tf,TensorflowRESTVideoRecogniser,initialize,Magic Number,The method contains a magic number: 200
tika,org.apache.tika.parser.captioning.tf,TensorflowRESTCaptioner,initialize,Long Statement,The length of the statement "apiUri=URI.create(apiBaseUri + String.format(Locale.getDefault()`"/caption/image?beam_size=%1$d&max_caption_length=%2$d"`captions`maxCaptionLength));" is 149.
tika,org.apache.tika.parser.captioning.tf,TensorflowRESTCaptioner,initialize,Magic Number,The method contains a magic number: 200
tika,org.apache.tika.parser.captioning.tf,TensorflowRESTCaptioner,recognise,Magic Number,The method contains a magic number: 200
tika,org.apache.tika.parser.pot,PooledTimeSeriesParser,computePoT,Magic Number,The method contains a magic number: 60000
tika,org.apache.tika.parser.pot,PooledTimeSeriesParser,doExtract,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika.dl.imagerec,DL4JInceptionV3NetTest,recognise,Complex Conditional,The conditional expression e.getMessage() != null && (e.getMessage().contains("Connection refused") || e.getMessage().contains("connect timed out")) is complex.
tika,org.apache.tika.dl.imagerec,DL4JInceptionV3NetTest,recognise,Long Statement,The length of the statement "if (e.getMessage() != null && (e.getMessage().contains("Connection refused") || e.getMessage().contains("connect timed out"))) {" is 128.
tika,org.apache.tika.dl.imagerec,DL4JVGG16NetTest,recognise,Complex Conditional,The conditional expression e.getMessage() != null && (e.getMessage().contains("Connection refused") || e.getMessage().contains("connect timed out")) is complex.
tika,org.apache.tika.dl.imagerec,DL4JVGG16NetTest,recognise,Long Statement,The length of the statement "if (e.getMessage() != null && (e.getMessage().contains("Connection refused") || e.getMessage().contains("connect timed out"))) {" is 128.
tika,org.apache.tika.dl.imagerec,DL4JInceptionV3Net,cachedDownload,Magic Number,The method contains a magic number: 5000
tika,org.apache.tika.dl.imagerec,DL4JInceptionV3Net,cachedDownload,Magic Number,The method contains a magic number: 60000
tika,org.apache.tika.dl.imagerec,DL4JInceptionV3Net,initialize,Long Statement,The length of the statement "KerasModelBuilder builder=new KerasModel().modelBuilder().modelHdf5Filename(modelWeightsPath).enforceTrainingConfig(false);" is 123.
tika,org.apache.tika.dl.imagerec,DL4JInceptionV3Net,preProcessImage,Magic Number,The method contains a magic number: 255.0
tika,org.apache.tika.dl.imagerec,DL4JInceptionV3Net,preProcessImage,Magic Number,The method contains a magic number: 0.5
tika,org.apache.tika.dl.imagerec,DL4JInceptionV3Net,preProcessImage,Magic Number,The method contains a magic number: 2.0
tika,org.apache.tika.language.translate,MosesTranslatorTest,testSimpleTranslate,Long Statement,The length of the statement "if (translator.isAvailable()) assertTrue("Translate " + source + " to "+ expected+ " (was "+ translated+ ")"`expected.equalsIgnoreCase(translated));" is 148.
tika,org.apache.tika.language.translate,JoshuaNetworkTranslatorTest,testSimpleSpanishToEnglishTranslation,Long Statement,The length of the statement "if (translator.isAvailable()) assertTrue("Translate " + source + " to "+ expected+ " (was "+ translated+ ")"`expected.equalsIgnoreCase(translated));" is 148.
tika,org.apache.tika.language.translate,CachedTranslatorTest,testCachingSingleString,Magic Number,The method contains a magic number: 20
tika,org.apache.tika.language.translate,CachedTranslatorTest,testCachingTwoStrings,Magic Number,The method contains a magic number: 20
tika,org.apache.tika.language.translate,CachedTranslatorTest,testCachingTwoStrings,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.language.translate,MicrosoftTranslatorTest,testSimpleTranslate,Long Statement,The length of the statement "if (translator.isAvailable()) assertTrue("Translate " + source + " to "+ expected+ " (was "+ translated+ ")"`expected.equalsIgnoreCase(translated));" is 148.
tika,org.apache.tika.language.translate,MicrosoftTranslatorTest,testSimpleDetectTranslate,Long Statement,The length of the statement "if (translator.isAvailable()) assertTrue("Translate " + source + " to "+ expected+ " (was "+ translated+ ")"`expected.equalsIgnoreCase(translated));" is 148.
tika,org.apache.tika.language.translate,JoshuaNetworkTranslator,translate,Long Statement,The length of the statement "throw new TikaException("Error requesting translation from '" + sourceLanguage + "' to '"+ targetLanguage+ "'` JSON response "+ "from Joshua REST Server is not well formatted: "+ responseText.toString());" is 204.
tika,org.apache.tika.language.translate,JoshuaNetworkTranslator,isAvailable,Magic Number,The method contains a magic number: 2000
tika,org.apache.tika.language.translate,JoshuaNetworkTranslator,tryResponseCode,Magic Number,The method contains a magic number: 200
tika,org.apache.tika.language.translate,MosesTranslator,translate,Long Statement,The length of the statement "@SuppressWarnings("resource") OutputStreamWriter out=new OutputStreamWriter(new FileOutputStream(tmpFile)`Charset.defaultCharset());" is 132.
tika,org.apache.tika.language.translate,MosesTranslator,translate,Long Statement,The length of the statement "@SuppressWarnings("resource") BufferedReader reader=new BufferedReader(new InputStreamReader(new FileInputStream(tmpTranslatedFile)`Charset.defaultCharset()));" is 159.
tika,org.apache.tika.language.translate,YandexTranslator,translate,Long Statement,The length of the statement "Response response=client.accept(MediaType.APPLICATION_JSON).query("key"`this.apiKey).query("lang"`langCode).query("text"`text).get();" is 133.
tika,org.apache.tika.language.translate,YandexTranslator,translate,Long Statement,The length of the statement "throw new TikaException("Return message not recognized: " + responseText.toString().substring(0`Math.min(responseText.length()`100)));" is 134.
tika,org.apache.tika.language.translate,YandexTranslator,translate,Long Statement,The length of the statement "throw new TikaException("Error requesting translation from '" + sourceLanguage + "' to '"+ targetLanguage+ "'` JSON response from Lingo24 is not well formatted: "+ responseText.toString());" is 189.
tika,org.apache.tika.language.translate,YandexTranslator,translate,Magic Number,The method contains a magic number: 100
tika,org.apache.tika.language.translate,Lingo24Translator,translate,Long Statement,The length of the statement "Response response=client.accept(MediaType.APPLICATION_JSON).query("user_key"`userKey).query("source"`sourceLanguage).query("target"`targetLanguage).query("q"`text).get();" is 170.
tika,org.apache.tika.language.translate,GoogleTranslator,translate,Long Statement,The length of the statement "Response response=client.accept(MediaType.APPLICATION_JSON).query("key"`apiKey).query("source"`sourceLanguage).query("target"`targetLanguage).query("q"`text).get();" is 164.
tika,org.apache.tika.tools,TopCommonTokenCounterTest,setUp,Long Statement,The length of the statement "String[] docs=new String[]{"th quick brown fox"`"jumped over th brown lazy"`"brown lazy fox"`"\u666e\u6797\u65af\u987f\u5927\u5b66"`"\u666e\u6797\u65af\u987f\u5927\u5b66"};" is 172.
tika,org.apache.tika.tools,TopCommonTokenCounterTest,setUp,Long Statement,The length of the statement "TopCommonTokenCounter.main(new String[]{ProcessUtils.escapeCommandLine(WORKING_DIR.resolve(COMMON_TOKENS_FILE).toAbsolutePath().toString())`ProcessUtils.escapeCommandLine(WORKING_DIR.resolve(INPUT_FILE).toAbsolutePath().toString())});" is 234.
tika,org.apache.tika.tools,TopCommonTokenCounterTest,setUp,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.tools,TopCommonTokenCounterTest,testSimple,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.tools,TopCommonTokenCounterTest,testSimple,Magic Number,The method contains a magic number: 4
tika,org.apache.tika,MultiThreadedTikaTest,testMultiThreaded,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika,MultiThreadedTikaTest,testDetector,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika,MultiThreadedTikaTest,testDetectorEach,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika,MultiThreadedTikaTest,testDetectorOnAll,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika,MultiThreadedTikaTest,_testDetectorOnAll,Long Parameter List,The method has 7 parameters. 
tika,org.apache.tika,MultiThreadedTikaTest,_testDetectorOnAll,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika,MultiThreadedTikaTest,testEach,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika,MultiThreadedTikaTest,testAll,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika,MultiThreadedTikaTest,_testAll,Long Parameter List,The method has 7 parameters. 
tika,org.apache.tika,MultiThreadedTikaTest,_testAll,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika,MultiThreadedTikaTest,getRecursiveMetadata,Long Statement,The length of the statement "RecursiveParserWrapperHandler handler=new RecursiveParserWrapperHandler(new BasicContentHandlerFactory(BasicContentHandlerFactory.HANDLER_TYPE.TEXT`-1)`-1);" is 156.
